tag,tree,transport,mode,workers,per_worker_qd,aggregate_qd,fua,variant,cohort,observed_cohorts,cohort_complete,repeat,ops_per_sec,latency_avg_us,latency_p50_us,latency_p95_us,latency_p99_us,cpu_ns_per_op,reported_completion,completion_semantic,source
current-nvmet-write-w1-qd8,current,nvme-tcp,write,1,8,8,false,curve,1,1,true,1,68960,115.595,93.0,104.0,928.0,11836.6,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-write-w1-qd8/results.log
current-nvmet-write-w1-qd8,current,nvme-tcp,write,1,8,8,false,curve,1,1,true,2,47177,169.163,94.0,103.0,877.0,11845.5,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-write-w1-qd8/results.log
current-nvmet-write-w1-qd8,current,nvme-tcp,write,1,8,8,false,curve,1,1,true,3,69228,115.15,93.0,101.0,827.0,11792.4,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-write-w1-qd8/results.log
current-nvmet-write-w1-qd8,current,nvme-tcp,write,1,8,8,false,curve,1,1,true,4,48927,163.096,94.0,103.0,828.0,11808.6,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-write-w1-qd8/results.log
current-nvmet-write-w1-qd8-repeat,current,nvme-tcp,write,1,8,8,false,curve-repeat,1,1,true,1,69610,114.51,92.0,102.0,920.0,11728.3,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-write-w1-qd8-repeat/results.log
current-nvmet-write-w1-qd8-repeat,current,nvme-tcp,write,1,8,8,false,curve-repeat,1,1,true,2,61045,130.636,93.0,108.0,954.0,11818.6,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-write-w1-qd8-repeat/results.log
current-nvmet-write-w1-qd8-repeat,current,nvme-tcp,write,1,8,8,false,curve-repeat,1,1,true,3,30042,265.886,92.0,103.0,816.0,11729.1,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-write-w1-qd8-repeat/results.log
current-nvmet-write-w1-qd8-repeat,current,nvme-tcp,write,1,8,8,false,curve-repeat,1,1,true,4,61582,129.491,93.0,106.0,2000.0,11831.0,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-write-w1-qd8-repeat/results.log
current-nvmet-write-w2-qd128,current,nvme-tcp,write,2,128,256,false,curve,1,1,true,1,242895,1046.273,913.0,3000.0,3000.0,5941.1,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-write-w2-qd128/results.log
current-nvmet-write-w2-qd128,current,nvme-tcp,write,2,128,256,false,curve,1,1,true,2,243872,1043.449,914.0,3000.0,3000.0,5922.9,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-write-w2-qd128/results.log
current-nvmet-write-w2-qd128,current,nvme-tcp,write,2,128,256,false,curve,1,1,true,3,243932,1047.215,914.0,3000.0,3000.0,5960.6,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-write-w2-qd128/results.log
current-nvmet-write-w2-qd128,current,nvme-tcp,write,2,128,256,false,curve,1,1,true,4,243231,1050.511,917.0,3000.0,3000.0,5959.2,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-write-w2-qd128/results.log
current-nvmet-write-w2-qd256,current,nvme-tcp,write,2,256,512,false,curve,1,1,true,1,103864,4803.504,2000.0,27000.0,43000.0,16948.3,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-write-w2-qd256/results.log
current-nvmet-write-w2-qd256,current,nvme-tcp,write,2,256,512,false,curve,1,1,true,2,104429,4844.625,2000.0,27000.0,46000.0,17131.3,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-write-w2-qd256/results.log
current-nvmet-write-w2-qd256,current,nvme-tcp,write,2,256,512,false,curve,1,1,true,3,101221,4894.655,2000.0,27000.0,46000.0,17621.6,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-write-w2-qd256/results.log
current-nvmet-write-w2-qd256,current,nvme-tcp,write,2,256,512,false,curve,1,1,true,4,102605,4846.637,2000.0,27000.0,43000.0,17198.2,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-write-w2-qd256/results.log
current-nvmet-write-w2-qd32,current,nvme-tcp,write,2,32,64,false,curve,1,1,true,1,231308,264.677,251.0,376.0,483.0,5806.8,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-write-w2-qd32/results.log
current-nvmet-write-w2-qd32,current,nvme-tcp,write,2,32,64,false,curve,1,1,true,2,228716,260.675,252.0,373.0,480.0,5827.2,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-write-w2-qd32/results.log
current-nvmet-write-w2-qd32,current,nvme-tcp,write,2,32,64,false,curve,1,1,true,3,245478,248.301,249.0,371.0,478.0,5770.2,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-write-w2-qd32/results.log
current-nvmet-write-w2-qd32,current,nvme-tcp,write,2,32,64,false,curve,1,1,true,4,231500,260.999,251.0,373.0,478.0,5811.7,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-write-w2-qd32/results.log
current-nvmet-write-w2-qd64,current,nvme-tcp,write,2,64,128,false,curve,1,1,true,1,151327,835.779,869.0,945.0,2000.0,10684.3,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-write-w2-qd64/results.log
current-nvmet-write-w2-qd64,current,nvme-tcp,write,2,64,128,false,curve,1,1,true,2,152313,832.943,869.0,946.0,2000.0,10701.9,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-write-w2-qd64/results.log
current-nvmet-write-w2-qd64,current,nvme-tcp,write,2,64,128,false,curve,1,1,true,3,149440,842.082,867.0,950.0,2000.0,10712.7,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-write-w2-qd64/results.log
current-nvmet-write-w2-qd64,current,nvme-tcp,write,2,64,128,false,curve,1,1,true,4,154553,827.254,870.0,947.0,2000.0,10710.9,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/current-nvmet-write-w2-qd64/results.log
gate-current-nvmet-read-w1-qd1,current,nvme-tcp,read,1,1,1,false,gate,1,1,true,1,28032,35.617,32.0,36.0,49.0,30876.6,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/gate-current-nvmet-read-w1-qd1/results.log
gate-current-nvmet-read-w1-qd1,current,nvme-tcp,read,1,1,1,false,gate,1,1,true,2,27971,35.697,32.0,36.0,49.0,30976.4,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/gate-current-nvmet-read-w1-qd1/results.log
gate-current-nvmet-read-w1-qd1,current,nvme-tcp,read,1,1,1,false,gate,1,1,true,3,28001,35.655,32.0,36.0,49.0,30907.8,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/gate-current-nvmet-read-w1-qd1/results.log
gate-current-nvmet-read-w1-qd1,current,nvme-tcp,read,1,1,1,false,gate,1,1,true,4,28073,35.565,32.0,36.0,47.0,30880.0,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/gate-current-nvmet-read-w1-qd1/results.log
gate-current-nvmet-rw-w1-qd1,current,nvme-tcp,rw,1,1,1,false,gate,1,1,true,1,28320,35.252,32.0,36.0,46.0,30973.3,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/gate-current-nvmet-rw-w1-qd1/results.log
gate-current-nvmet-rw-w1-qd1,current,nvme-tcp,rw,1,1,1,false,gate,1,1,true,2,22137,45.117,32.0,36.0,45.0,30817.4,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/gate-current-nvmet-rw-w1-qd1/results.log
gate-current-nvmet-rw-w1-qd1,current,nvme-tcp,rw,1,1,1,false,gate,1,1,true,3,28313,35.262,32.0,36.0,45.0,30910.2,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/gate-current-nvmet-rw-w1-qd1/results.log
gate-current-nvmet-rw-w1-qd1,current,nvme-tcp,rw,1,1,1,false,gate,1,1,true,4,28181,35.427,32.0,36.0,44.0,31092.6,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/gate-current-nvmet-rw-w1-qd1/results.log
gate-current-nvmet-write-w1-qd1,current,nvme-tcp,write,1,1,1,false,gate,1,1,true,1,28336,35.235,32.0,36.0,46.0,31250.6,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/gate-current-nvmet-write-w1-qd1/results.log
gate-current-nvmet-write-w1-qd1,current,nvme-tcp,write,1,1,1,false,gate,1,1,true,2,28505,35.028,32.0,36.0,46.0,31086.8,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/gate-current-nvmet-write-w1-qd1/results.log
gate-current-nvmet-write-w1-qd1,current,nvme-tcp,write,1,1,1,false,gate,1,1,true,3,28619,34.885,32.0,36.0,46.0,30934.7,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/gate-current-nvmet-write-w1-qd1/results.log
gate-current-nvmet-write-w1-qd1,current,nvme-tcp,write,1,1,1,false,gate,1,1,true,4,28473,35.067,32.0,36.0,46.0,31073.1,ordinary-device-ack,remote-nvme-command-target-page-cache-admission,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/gate-current-nvmet-write-w1-qd1/results.log
gate-current-nvmet-write-w1-qd1-fua,current,nvme-tcp,write,1,1,1,true,gate-fua,1,1,true,1,28606,34.904,32.0,36.0,46.0,30887.8,per-write-fua-dsync,remote-nvme-fua-target-sync-volatile-media,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/gate-current-nvmet-write-w1-qd1-fua/results.log
gate-current-nvmet-write-w1-qd1-fua,current,nvme-tcp,write,1,1,1,true,gate-fua,1,1,true,2,28477,35.062,32.0,36.0,46.0,31113.3,per-write-fua-dsync,remote-nvme-fua-target-sync-volatile-media,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/gate-current-nvmet-write-w1-qd1-fua/results.log
gate-current-nvmet-write-w1-qd1-fua,current,nvme-tcp,write,1,1,1,true,gate-fua,1,1,true,3,28730,34.752,32.0,36.0,46.0,30799.0,per-write-fua-dsync,remote-nvme-fua-target-sync-volatile-media,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/gate-current-nvmet-write-w1-qd1-fua/results.log
gate-current-nvmet-write-w1-qd1-fua,current,nvme-tcp,write,1,1,1,true,gate-fua,1,1,true,4,28481,35.058,32.0,36.0,46.0,31093.2,per-write-fua-dsync,remote-nvme-fua-target-sync-volatile-media,/home/rob/zcutils/bench-results/zcutils-blockmatrix-adhoc-c8gn16-20260811T121140Z/client-node/nvmet/runs/gate-current-nvmet-write-w1-qd1-fua/results.log
